company_id,name,jp_url,category,description,link,salary,logo,location,CEO
1,(주)티몬,https://www.jobplanet.co.kr/companies/50695/info/%ED%8B%B0%EB%AA%AC?,IT/웹/통신,"✅ 기업 소개

티몬(TMON)은 2010년 창립을 시작으로 이커머스 시장을 선도하는 기업입니다.
약 1000명의 사원이 근무 중이며,
기업 가치 1조를 돌파하여 유니콘기업으로 선정 되는 등, 최근 가파른 성장세를 보이고 있습니다.
또한 2020년 3월 월간 흑자를 달성하여 이커머스 업계 최초로 흑자 전환에 성공하였습니다.

✅ 쇼핑과 콘텐츠의 결합

티몬(TMON)은 큐레이션딜, 미디어커머스 확대, C2C(Customer-to-Customer) 방송 플랫폼 진행 등을 통해
쇼핑과 콘텐츠의 결합을 강화하고 있습니다.
티몬의 라이브쇼인 ‘TVON Live’는 지난해 500회 이상 방송을 통해 월 거래액 평균 100억원을 상회했습니다.
나아가 개인 방송의 일종인 C2C 방송의 성장은 소비자 유입을 높이는 방법이 될 것으로 예상됩니다.

✅ 직원의 행복이 곧 회사의 성장

다양한 복지를 통해 직원의 성장을 응원합니다.
티몬의 직원들은 ‘패밀리데이’ , ‘슈퍼패스’ 복지 혜택을 통해 2시간 일찍 퇴근하고 있습니다.
또한, 전 직원의 생일에는 생일을 축하하기 위한 반차를 선물로 드립니다.
임직원 전용 특가딜과 같은 타임커머스를 활용한 복지로 즐거움을 제공하고 업무의 효율 또한 강화하고 있습니다.
더불어, 여행/숙박/교육/문화 생활 등 다양한 카테고리의 제휴가 당신을 기다립니다.",http://www.tmon.co.kr/,"4,664",https://jpassets.jobplanet.co.kr/production/uploads/company/logo/50695/thumb_123123.jpg,"서울특별시 강남구 압구정로 118, 신사동 아리지빌딩",류광진
2,(주)위메프,https://www.jobplanet.co.kr/companies/60632/info/%EC%9C%84%EB%A9%94%ED%94%84?,IT/웹/통신,"반값습니다. 놀라운 가격과 트렌드를 발견하는 즐거움이 있는 위메프입니다.
위메프는 2010년 “우리가 가격을 만든다”라는 생각으로 ‘위메이크프라이스(WE MAKE PRICE)’서비스를 시작했습니다. 온라인 쇼핑 없는 일상을 생각할 수 없는 지금, 위메프는 사용자를 위한 더 나은 쇼핑 경험, 더 나은 플랫폼에 대해 고심하고 있습니다.

“더 좋은 가격을 쉽게 발견할 수 있는 방법은 무엇일까?”
“어떻게 하면 위메프에서 보내는 시간이 더 즐거울 수 있을까?”

위메프는 사용자분들께 주변에 추천하고 싶을 정도의 즐거움을 드리기 위해 큐레이션과 플랫폼에 집중하고 있으며 새로운 도전을 통해 성장하고, 위메프의 내일을 같이 만들어갈 동료를 기다리고 있습니다. 서로에게 건강한 자극제가 되어 성장의 기쁨을 느끼고 싶다면 위메프의 동료가 되어주세요!

회사 사이트 http://company.wemakeprice.com/wmp/",http://company.wemakeprice.com/wmp,"4,451",https://jpassets.jobplanet.co.kr/production/uploads/company/logo/60632/thumb_%ED%94%84%EB%A1%9C%ED%95%84_2022.jpg,서울 강남구 영동대로 502,박은상
3,(주)엘지유플러스,https://www.jobplanet.co.kr/companies/63857/info/%EC%97%98%EC%A7%80%EC%9C%A0%ED%94%8C%EB%9F%AC%EC%8A%A4?,IT/웹/통신,"(주)엘지유플러스의 사업 부문은 한국표준산업분류에 의거하여 전기통신업으로 분류되고 있으며 이동 통신 사업, 전화, TPS 등의 사업을 영위하고 있음. 현재 이동통신서비스와 함께 TPS서비스, 전화서비스 및 데이터서비스 등을 영위하고 무선 및 유선 통신사업을 함께 진행하여 시너지 효과 창출을 도모하고 있음. 4G LTE기술의 상용화로 네트워크 전송속도가 발전하여 음성 중심의 시장에서 데이터 중심의 시장으로의 전환이 더욱 가속화되고 있음. 2013년 3분기말 동사의 경우 총 누적가입자 중 LTE 누적 가입자 비중이 약 50%을 차지 할 정도로 LTE 시장이 빠른 성장세를 보이고 있음.",www.uplus.co.kr/,"5,395",https://jpassets.jobplanet.co.kr/production/uploads/company/logo/63857/thumb_39.jpg,서울특별시 용산구 한강대로 32,권영수
4,삼성에스디에스(주),https://www.jobplanet.co.kr/companies/30162/info/%EC%82%BC%EC%84%B1%EC%97%90%EC%8A%A4%EB%94%94%EC%97%90%EC%8A%A4?,IT/웹/통신,"삼성SDS는 1985년 설립된 IT 서비스 기업으로 지난 30여 년간 대한민국 IT 산업의 역사를 개척한다는 자부심과 함께 고객의 니즈, 시대의 변화에 따라 끊임없이 진화해 왔습니다.
전산운영, 시스템통합, IT서비스, 그리고 지금의 ICT 서비스까지 삼성SDS는 IT를 활용한 혁신을 통해 고객의 성장과 발전을 견인해 왔습니다. 또한, 삼성 모든 그룹사의 시스템 운영 및 컨설팅, 시스템 통합, IT 아웃소싱, ICT인프라, ICT 융합 등의 주요 사업을 수행하며 삼성그룹이 글로벌 기업으로 성장하는데 중추 역할을 해왔습니다.
삼성SDS는 풍부한 경험과 축적된 기술력, 우수한 파트너와 인적 자원을 바탕으로 인프라 구축, 네트워크 서비스, 비즈니스 컨설팅, 제조 IT, 물류 IT, 교육 IT, 의료 IT, Security, Mobility, Cloud, Analytics 등 다양한 ICT 서비스를 제공하며, 세계 수준의 경쟁력을 갖춘 글로벌 ICT 회사로 성장하고 있습니다.
앞으로도 삼성SDS는 smart 함을 더해 행복한 ICT 세상을 만들어 가는 글로벌 ICT 기업이 되겠습니다.",www.samsungsds.com,"6,613",https://jpassets.jobplanet.co.kr/production/uploads/company/logo/30162/thumb_2.jpg,"서울특별시 송파구 올림픽로 35길 123, 125 (신천동) 삼성SDS타워",황성우
5,(주)엘지씨엔에스,https://www.jobplanet.co.kr/companies/63859/info/%EC%97%98%EC%A7%80%EC%94%A8%EC%97%94%EC%97%90%EC%8A%A4?,IT/웹/통신,"LG CNS는 30년 동안 대한민국을 대표해온 IT서비스 전문기업입니다.

제조, 금융, 공공, 통신, 에너지 등 다양한 분야의 경험에 근거한 산업 전문성과 IT기술력을 바탕으로 국내외 고객에게 컨설팅, 시스템 구축 및 운영, 아웃소싱 등의 토털 IT서비스를 제공하고 있습니다.

아울러 AI/빅데이터 · 에너지신산업 · 스마트팩토리 · O2O · 헬스케어 등의 분야를 새로운 성장 동력으로 육성하고 있습니다. 이를 위해 글로벌 파트너십과 빅데이터 · IoT · 클라우드 등 신기술의 적극 확보 및 적용으로 새로운 고객 가치를 창출해나가고 있습니다.

LG CNS에서 국내/해외 석박사/MBA 졸업자 및 졸업 예정자를 대상으로 채용을 실시하오니, IT 전문가 및 컨설턴트로 성장하고 싶으신 열정적이고 진취적인 인재분들의 많은 지원 부탁 드립니다.

감사합니다.",www.lgcns.com,"5,933",https://jpassets.jobplanet.co.kr/production/uploads/company/logo/63859/thumb_%EC%BA%A1%EC%B2%98.JPG,서울 강서구 마곡중앙8로 71,김영섭
6,(주)케이티,https://www.jobplanet.co.kr/companies/53191/info/%EC%BC%80%EC%9D%B4%ED%8B%B0?,IT/웹/통신,"(주)케이티는 1981년 12월 10일에 전기통신사업법에 근거하여 정보통신사업을 영위할 목적으로 전기통신업 전문업체로 설립되었으며 유무선전화, 초고속인터넷 등 통신서비스를 제공함. 동사는 주요 사업으로 전기통신업, 신용카드업, 위성방송서비스, 차량렌탈 사업, 오토리스 및 중고차 할부금융업, 인력공급업, 보안사업, 금융업, 기계장비 및 관련 물품 도매업, 경비 및 경호업 등을 영위. 2013년 3분기 기준 동사의 시장점유율은 가입자수 기준으로 시내전화 82.0%, 이동전화 30.1%, 초고속인터넷 43.2%, TRS 98%를 확보하고 있음. 동사는 연구개발 담당조직으로 전사 CTO기능 수행을 통한 중장기 핵심기술확보 및 사업화 지원",www.kt.com,"5,884",https://jpassets.jobplanet.co.kr/production/uploads/company/logo/53191/thumb_14.png,경기 성남시 분당구 불정로 90,구현모
7,네이버(주),https://www.jobplanet.co.kr/companies/42217/info/%EB%84%A4%EC%9D%B4%EB%B2%84?,IT/웹/통신,"네이버(주)는 한국 최대 검색포털 네이버 뿐만 아니라, 전 세계 2억 명이 사용하고 있는 모바일 메신저 라인, 동영상 카메라 스노우, 디지털 만화 서비스 네이버웹툰 등을 서비스하고 있는 글로벌 ICT 기업입니다. 네이버는 인공지능, 로보틱스, 모빌리티 등 미래 기술에 대한 지속적인 연구개발을 통해 기술 플랫폼의 변화와 혁신을 추구하며 세계 각국의 수많은 이용자와 다양한 파트너들이 함께 성장할 수 있도록 노력하고 있습니다.

네이버는 연결이 전하는 가치를 새롭게 정립하며 글로벌 도전 집합체로 진화해 나가고 있습니다. 글로벌과 호흡하는 기술을 통해 한 단계 진화한 연결의 가치를 실현하고, 미래의 기술을 오늘날 일상에서 사용할 수 있는 도구로 제안하며 연결의 새로운 가능성을 찾아갑니다. 앞으로도 더 넓은 세상에서 더 큰 미래를 꿈꾸며 네이버가 한 단계 더 도약할 수 있는 계기를 만들겠습니다.",https://www.navercorp.com/,"6,562",https://jpassets.jobplanet.co.kr/production/uploads/company/logo/42217/thumb______.jpg,"경기 성남시 분당구 불정로 6 (정자동,그린팩토리)",최수연
8,(주)더존비즈온,https://www.jobplanet.co.kr/companies/81407/info/%EB%8D%94%EC%A1%B4%EB%B9%84%EC%A6%88%EC%98%A8?,IT/웹/통신,-,www.duzon.co.kr,"4,411",https://jpassets.jobplanet.co.kr/production/uploads/company/logo/81407/thumb_douzone_logo1_jpg.jpg,"강원 춘천시 남산면 버들1길 130 (수동리,영빈관)",김용우
9,롯데정보통신(주),https://www.jobplanet.co.kr/companies/35657/info/%EB%A1%AF%EB%8D%B0%EC%A0%95%EB%B3%B4%ED%86%B5%EC%8B%A0?,IT/웹/통신,-,https://www.ldcc.co.kr/,"5,296",https://jpassets.jobplanet.co.kr/production/uploads/company/logo/35657/thumb_35657.jpg,서울 금천구 가산동 533-2 롯데센터 15층,노준형
10,효성아이티엑스(주),https://www.jobplanet.co.kr/companies/285/info/%ED%9A%A8%EC%84%B1%EC%95%84%EC%9D%B4%ED%8B%B0%EC%97%91%EC%8A%A4?,IT/웹/통신,"효성아이티엑스(주)는 효성그룹의 계열사로서 컨택센터 서비스, CDN(Content Delivery Network; 인터넷 상에서 컨텐츠의 전송을 전문적으로 아웃소싱하여 운영하는 서비스)등 IT 서비스, 영상기기 수입/판매 등 사업 영위. 사업부문은 컨택센터 서비스, CDN서비스, 영상기기 수입/판매 사업으로 구성되어 있음. 컨택센터 시장은 과거 20~30%의 고성장으로 활황을 구가하였으나 2006년 이후 연 8% 정도의 안정적인 성장세를 보이고 있으며, 일반 기업 및 공공, 금융부문에서의 대민 서비스 향상 기조에 따른 시장 확대 기대",www.hyosungitx.co.kr,"3,635",https://jpassets.jobplanet.co.kr/production/uploads/company/logo/285/thumb_%ED%9A%A8%EC%84%B1ITX-CI_100_80_0_20.png,서울 영등포구 선유동2로 57,남경환
11,(주)케이티씨에스,https://www.jobplanet.co.kr/companies/53174/info/%EC%BC%80%EC%9D%B4%ED%8B%B0%EC%94%A8%EC%97%90%EC%8A%A4?,IT/웹/통신,"대한민국 1등 고객서비스를 제공하는 KT CS는 KT그룹의 고객서비스를 주력사업으로 하는 고객서비스 전문기업입니다.
KT고객센터, 114번호안내, 컨택센터 아웃소싱, 통신 · 비통신상품 유통, 강사 · 컨설팅 사업, 콕콕114 app 등을 통해 고객 만족 서비스를 제공합니다. 서울과 대전 본사를 비롯해 부산, 광주, 제주 등 7개 지역사업단의 전국적인 네트워크를 보유하고 있으며 9,000여명의 임직원이 종사하고 있습니다. KT CS는 콜센터 산업의 대표기업으로 ""Global No.1 kt cs""라는 비전 아래 고객 가치 실현과 행복한 삶에 기여하기 위해 항상 최선을 다하고 있습니다.",www.ktcs.co.kr,"3,340",https://jpassets.jobplanet.co.kr/production/uploads/company/logo/53174/thumb_40.jpg,대전 서구 갈마로 160,박경원
12,(주)카카오,https://www.jobplanet.co.kr/companies/93880/info/%EC%B9%B4%EC%B9%B4%EC%98%A4?,IT/웹/통신,-,www.kakaocorp.com,"6,094",https://jpassets.jobplanet.co.kr/production/uploads/company/logo/93880/thumb_kakao.jpg,제주 제주시 첨단로 242,"남궁훈, 홍은택"
13,(주)엔씨소프트,https://www.jobplanet.co.kr/companies/64418/info/%EC%97%94%EC%94%A8%EC%86%8C%ED%94%84%ED%8A%B8?,IT/웹/통신,"(주)엔씨소프트의 주된 사업은 온라인 게임의 개발 및 서비스 제공을 포함한 디지털 엔터테인먼트 관련 인터넷 사업이며 본사를 거점으로 총 16개의 계열회사로 구성되어 있음. 핵심 경쟁력은 MMORPG에 특화된 세계적 수준의 게임 개발 능력이며, 자체 게임 개발 역량 강화를 통해 성장함. 4년동안 130여명의 개발 인력과 230억원의 개발비가 투입된 아이온은 2008년 개봉 이후 지속적으로 국내 PC방 기준 점유율 1위를 유지하였으며, 리지니와 리니지2 또한 국내 시장 점유율 10위권을 유지함. 길드워2는 2013년 하반기 중국 시장에서 출시를 목표로 KongZhong사와 현지 퍼블리싱 계약을 체결하였음.",http://kr.ncsoft.com/korean/,"6,006",https://jpassets.jobplanet.co.kr/production/uploads/company/logo/64418/thumb_29.jpg,경기도 성남시 분당구 대왕판교로644번길 12,김택진
14,카페24(주),https://www.jobplanet.co.kr/companies/23717/info/%EC%B9%B4%ED%8E%9824?,IT/웹/통신,"시장 점유율 1위! 글로벌 성공 파트너!

카페24㈜은 1999년에 설립된 글로벌 전자상거래 플랫폼 기업입니다. 창의가 있는 사람이라면 누구나 국내를 넘어 전 세계 시장에서 온라인 비즈니스가 가능할 수 있도록 쇼핑몰 솔루션, 광고∙마케팅, 호스팅 인프라 등 다양한 서비스를 원스톱 (One-Stop)으로 제공하고 있습니다.

일본, 베트남 등 전세계 해외거점과 글로벌 전문가를 통한 현지 최적화된 서비스를 제공하며 대한민국 전자상거래 수출 활성화에 앞장서고 있습니다. 이미 수많은 국내외 쇼핑몰이 카페24를 통해 전 세계 소비자들과 만나고 있습니다. 

카페24㈜는 끊임없이 변화하는 전자상거래 시장을 선도할 목적으로 함께 성장할 인재를 모집 중입니다. 카페24는 ""사람이 경쟁력이다."" 라는 마인드를 기반으로 끊임없는 미래로의 투자를 진행하고 있습니다.",https://www.cafe24corp.com,"4,702",https://jpassets.jobplanet.co.kr/production/uploads/company/logo/23717/thumb_001_%EC%B9%B4%ED%8E%9824_%ED%88%AC%EB%AA%85%EB%B0%B0%EA%B2%BD.png,"서울 동작구 보라매로5길 15 (신대방동,전문건설회관빌딩)",이재석
15,(주)야놀자,https://www.jobplanet.co.kr/companies/89637/info/%EC%95%BC%EB%86%80%EC%9E%90?,IT/웹/통신,"(주)야놀자(http://yanolja.com)는 한국의 여행 관련 기업들 중 최초로 '유니콘' 지위를 획득하며 빠르게 성장하고 있는 국내 No. 1 여가 플랫폼이자 글로벌 트래블 테크 기업입니다. 온라인에서는 1500만 누적 회원을 보유한 슈퍼앱으로서 국내외 숙박ㆍ레저ㆍ교통 등 여가를 위한 모든 서비스를 제공하고, 오프라인에서는 동남아시아 최대 호텔 프랜차이즈 기업으로서 1만개 이상의 객실을 운영 중입니다. 또한, 야놀자는 IoT, AI, 블록체인 기술 등을 효과적으로 활용해 통합 호텔 솔루션을 170개국 3만개 고객사에 60개 언어로 서비스를 제공하는 전 세계 1위 클라우드 기반 PMS 사업자입니다. 아시아 최초로 하우스키핑부터 관리까지, 프론트오피스와 백오피스 모두를 아우르며 호텔 운영의 전 과정을 통합했으며, 여가의 B2B2C 밸류 체인을 원스톱으로 연결하고 이를 하나의 플랫폼으로 통합ㆍ표준화하기 위해 노력하고 있습니다.",www.yanolja.com,"4,819",https://jpassets.jobplanet.co.kr/production/uploads/company/logo/89637/thumb_photo.jpg,"서울 강남구 테헤란로108길 42, 4-9층","김종윤, 배보찬, 이수진"
16,씨제이올리브네트웍스(주),https://www.jobplanet.co.kr/companies/94863/info/%EC%94%A8%EC%A0%9C%EC%9D%B4%EC%98%AC%EB%A6%AC%EB%B8%8C%EB%84%A4%ED%8A%B8%EC%9B%8D%EC%8A%A4?,IT/웹/통신,"고객과 사회의 행복을 선도하는 Top Tier 디지털 서비스 기업, CJ올리브네트웍스!

CJ올리브네트웍스는 1995년 창립이래 제조, 유통, 물류, 미디어 등 생활∙문화 기반의 IT서비스를 성공적으로 제공함으로써 고객 만족과 가치를 실현하고 있으며, 고객의 신뢰와 지지를 바탕으로 견실하고 안정적인 성장을 지속해오고 있습니다.

IT시스템 구축 및 서비스 제공을 통해 축적된 경험과 역량을 바탕으로 오픈소스(Open Source), 빅데이터(Big Data), 사물인터넷(IoT), 클라우드 컴퓨팅(Cloud Computing), 보안(Security) 등 최신 IT트렌드에 부합하는 미래 신기술 개발을 주도하며 시장의 요구에 빠르게 대응하고 있습니다.

앞으로도 CJ올리브네트웍스는 끊임없는 혁신과 도전을 통해 국내를 넘어 세계 시장으로까지 적극 진출, 글로벌 ICT기업으로 도약할 것입니다.

(2014년 12월 합병됐던 올리브영사업부문은 2019년 11월 씨제이올리브영(주)로 분리 되었습니다)",www.cjolivenetworks.co.kr,"5,362",https://jpassets.jobplanet.co.kr/production/uploads/company/logo/94863/thumb_ONS.png,"서울 용산구 한강대로 366, 10층",유인상
17,에스케이플래닛(주),https://www.jobplanet.co.kr/companies/20564/info/%EC%97%90%EC%8A%A4%EC%BC%80%EC%9D%B4%ED%94%8C%EB%9E%98%EB%8B%9B?,IT/웹/통신,-,www.skplanet.co.kr,"6,151",https://jpassets.jobplanet.co.kr/production/uploads/company/logo/20564/thumb___________.png,"경기 성남시 분당구 판교로 264 (삼평동,sk플래닛판교사옥)",이한상
18,(주)지마켓,https://www.jobplanet.co.kr/companies/58985/info/%EC%A7%80%EB%A7%88%EC%BC%93?,IT/웹/통신,"[ 상상하는 모든 거래가 가능해지는 플랫폼, G마켓 ]

G마켓은 구성원들이 성장할 다양한 기회와 새로운 가능성을 끊임없이 제공합니다.
이를 통해서 모든 구성원들은 치열하게 고민하고 과감하게 도전하며, 우리가 가진 상상을 현실로 만들어가고 있습니다.
G마켓은 무한한 가능성의 공간에서 모두가 꿈꾸는 커머스 플랫폼의 미래를 함께 만들어갈 여러분의 지원을 기다립니다.

[ Mission ]
· 쇼핑 경험을 더욱 즐겁게, 커머스 생태계를 더욱 건강하게 만듭니다.

[ Vision ]
· 상상하는 모든 거래가 가능해지는 플랫폼

[ Way of Working ]
· Put customers first : 모든 일의 시작과 끝에는 고객이 있어야 한다
· Commit to challenge : 우리가 두려운 것을 실패가 아닌, 도전을 막는 레거시이다
· Be agile : 빠르게 시작하고, 실행하면서 완벽해지자
· Be the brand : 나의 일이 곧 나의 브랜드가 된다
· Respect each other : 토론은 격없게, 존중은 격있게
· Work as one team : 네 일 내 일 선 긋는 사람에게 내일은 없다
· Be transparent : 일(1)이 되려면 공유가 먼저다
· Act with integrity : 쉬운 방법보다 옳은 방법을 선택 하자

[ 더 많은 이야기가 궁금하다면? ]
- G마켓 기업 사이트 : corp.gmarket.com
- G마켓 뉴스룸 : news.gmarket.com
- G마켓 기술블로그 : dev.gmarket.com
- G마켓 PX본부(Product Experience) : product.gmarket.com
- G마켓 Design System : gds.gmarket.co.kr",careers.gmarket.com,"6,497",https://jpassets.jobplanet.co.kr/production/uploads/company/logo/58985/thumb_Gmarket_G_Logo_RGB.png,서울 강남구 테헤란로 152 (GFC),전항일
19,SK텔레콤(주),https://www.jobplanet.co.kr/companies/20575/info/sk%ED%85%94%EB%A0%88%EC%BD%A4?,IT/웹/통신,"고객·기술·서비스 중심
「AI & Digital Infra 서비스 컴퍼니」

SK텔레콤은 유·무선 통신 인프라와 AI 및 ICT 경쟁력을 기반으로 고객에게 차별적인 서비스를 제공하는
고객·기술·서비스 중심의 「AI & Digital Infra 서비스 컴퍼니」입니다.

SK텔레콤은 유·무선 통신망을 고도화해 안정적인 통신 인프라를 구축하고,
구독·메타버스·Digital Infra 등 새로운 영역에서 혁신을 지속해 나갑니다.

SK텔레콤의 모든 서비스 중심에는 고객이 있습니다.
SK텔레콤은 차별화된 ICT 기술로 고객 만족을 이끌어 내고, 이를 바탕으로 좋은 서비스를 제공합니다.

아울러 SK텔레콤은 SK ICT 패밀리의 ICT 기술을 기반으로 탄소 배출 감축·플라스틱 사용 절감·사회적 약자 안전망 구축 등
지속가능한 사회를 위한 노력을 이어 나가고 있습니다.",https://careers.sktelecom.com/,"7,343",https://jpassets.jobplanet.co.kr/production/uploads/company/logo/20575/thumb_27.jpg,"서울특별시 중구 을지로 65, SKT타워",유영상
20,요기요,https://www.jobplanet.co.kr/companies/88549/info/%EC%9A%94%EA%B8%B0%EC%9A%94?,IT/웹/통신,"고객의 가장 가까이에서 고객 중심적으로 성장하고 있는 커머스 플랫폼 기업, 요기요!

지난 10년간 맛있는 즐거움의 의미와 경험을 제공하며, 누구나 원하는 음식을 편리하게 맛볼 수 있도록 달려왔습니다.
이제 푸드 딜리버리를 넘어, 우리 주변과 지역의 모든 것을 연결하는 Commerce Platform으로 진화하려 합니다.
지금 이 순간에도 성장하고, 발전하며, 혁신을 만들어 가고 있는 요기요는 가장 고객 중심적인 플랫폼을 만들어 사용자의 일상에 변화를 만들고, 편리함과 풍요로움을 전달하고자 합니다.

세상에 없었고, 그 누구도 하지 못했던 상상을 함께 만들어 갈 여러분들을 기다립니다.
요기요에서 당신을 꿈을 만들어 보세요!",https://www.wesang.com/,"4,940",https://jpassets.jobplanet.co.kr/production/uploads/company/logo/88549/thumb_profile-image_instagram.jpg,"서울 서초구 서초대로38길 12, 마제스타시티 타워2",강신봉
21,(주)안랩,https://www.jobplanet.co.kr/companies/67099/info/%EC%95%88%EB%9E%A9?,IT/웹/통신,"(주)안랩은 글로벌 통합보안 기업으로서 세계수준의 기술력으로 개발한 솔루션과 전문적인 서비스 체계를 갖추고, 컨설팅-솔루션-관제 등 시큐리티 라이프 사이클 상의 기술과 서비스를 자체 역량으로 제공하는 국내 유일의 통합보안업체임. 1995년 국내 최초로 안티바이러스 솔루션을 개발, 출시하였으며, 창립 이후 국내 안티바이러스 시장에서 부동의 시장점유율 1위 업체로서의 지위를 유지하여 왔음. 계열회사를 통하여 일본, 중국의 보안사업 및 소셜게임 서비스를 시행하고 있음.",www.ahnlab.com,"4,859",https://jpassets.jobplanet.co.kr/production/uploads/company/logo/67099/thumb______.png,경기 성남시 분당구 판교역로 220,강석균
22,(주)넥슨코리아,https://www.jobplanet.co.kr/companies/83498/info/%EB%84%A5%EC%8A%A8%EC%BD%94%EB%A6%AC%EC%95%84?,IT/웹/통신,"1994년 설립하여 2014년 12월에 창립 20주년을 맞이한 넥슨 컴퍼니(NEXON COMPANY)는
연 매출 1조 9358억 원(2016년 넥슨 일본법인 연결 매출 기준), 전체 사원수 약 4,500명 규모의
글로벌 게임회사입니다.

2002년 일본, 2005년 미국, 2007년 유럽에 현지법인을 설립하며 일찌감치 해외 시장 개척에 앞장서 온
넥슨 컴퍼니(NEXON COMPANY)는 일본, 중국, 대만 등 동아시아 3국을 비롯해 북미지역과 유럽, 남미 등 전 세계 100여 개국에 진출해 150여 개의 게임을 서비스 중이며, 현재 약 14억 명의 사용자(계정)을 확보하고 있습니다.

탄탄한 개발력과 항상 '최초'를 추구하고 실현해 낸 크리에이티브를 바탕으로
대한민국 온라인 게임 산업을 선도해 온 넥슨과 함께 꿈에 무대로 나아갈 여러분을 찾습니다.",http://company.nexon.com/,"5,726",https://jpassets.jobplanet.co.kr/production/uploads/company/logo/83498/thumb_%EA%B7%B8%EB%A6%BC5.png,경기 성남시 분당구 판교로 256번길 7 (삼평동),이정헌
23,(주)사람인,https://www.jobplanet.co.kr/companies/74164/info/%EC%82%AC%EB%9E%8C%EC%9D%B8?,IT/웹/통신,"(주)사람인에이치알은 2005년 10월 07일 설립되었으며, 온라인 기반의 HR서비스를 주요사업으로 영위하고 있음. 2012년 02월 21일자로 상장되어 코스닥시장에서 매매가 개시됨. HR서비스 제공을 주요 사업으로 영위하고 있으며 사업의 내용은 온라인 기반의 취업포탈 사업부와 오프라인 기반의 HR사업을 영위하는 오프라인 사업부로 구성되어 있음. 온라인 사업부는 인터넷 산업의 특성상 대규모 시설장치와 원/부재료 등의 생산비용을 수반하지 않고 지역의 제약이 없는 영업을 할 수 있으며, 투입된 자본대비 고 부가가치 창출이 가능",www.saraminhr.co.kr,"4,640",https://jpassets.jobplanet.co.kr/production/uploads/company/logo/74164/thumb_saramin2_20180903%20_%EC%9E%A1%ED%94%8C%EB%9E%98%EB%8B%9B_.png,"서울 구로구 디지털로34길 43, 14층",김용환
24,(주)인라이플,https://www.jobplanet.co.kr/companies/96821/info/%EC%9D%B8%EB%9D%BC%EC%9D%B4%ED%94%8C?,IT/웹/통신,"[주 4.5일제 / 생일 휴가 / 식대제공 / 자기계발비 지원 등 직원 복지 최우선]
인라이플은 온라인 광고 플랫폼 기업으로 `모비온`이라는 빅데이터 기반 리타게팅 플랫폼을 통해 현재 업계 1위를 하고 있는 기업이며, 매년 급성장을 갱신하여 몸집을 키워나가고 있습니다.
현재는 AI와 빅데이터를 기반으로 사업을 확장하여 다양한 프로젝트를 진행 중입니다.


[인라이플의 사업 키워드]
- 국내 토종 광고 플랫폼 기업 / 애드테크 넘버1 전문기업
- 광고 플랫폼 업계 최상위권 기업 (유입량, ROAS, CPC 등의 지표)

[인라이플의 조직 문화 키워드]
- 주 4.5일 근무제도 (매주 금요일 오후 1시 퇴근)
- 매달 자기계발비 지급 / 자녀탄생축하금 지급
- 생일 휴가

★ 회사 홈페이지
http://www.enliple.com

★ 인라이플 블로그 (사내 컨텐츠)
https://blog.naver.com/enliple_blog

★ 복리후생 정보
https://blog.naver.com/enliple_blog/222203763903

★ 인라이플 기업 영상 (회사 소개 영상) :
https://www.youtube.com/watch?v=cS5lErAdn94&t=6s",www.enliple.com,"4,161",https://jpassets.jobplanet.co.kr/production/uploads/company/logo/96821/thumb_enliple_%ED%81%B0%EB%B2%84%EC%A0%842.png,"서울특별시 구로구 디지털로 272, 501~504호 (구로동 한신아이티타워)","한경훈, 이근옥"
25,(주)케이티아이에스,https://www.jobplanet.co.kr/companies/53178/info/%EC%BC%80%EC%9D%B4%ED%8B%B0%EC%95%84%EC%9D%B4%EC%97%90%EC%8A%A4?,IT/웹/통신,"(주)케이티스는 KT기업집단에 소속된 회사로서, 컨택센터, 광고서비스, 상품판매 사업 및 통신유통 등의 사업을 영위함. 컨텍센터 부문은 특수번호 컨택센터, 운영대행, 인력파견 사업 등 일반 컨택센터 사업, 광고서비스 상품판매 사업은 114 부가서비스 상품판매로서 114우선번호서비스, 114Biz서비스(SMS/MMS), 114DB판매. 통신유통사업은 kt mobile 유통, kt 선불카드 유통, 다문화복합매장 운영, 홈/모바일플라자의kt 면대면 고객접점서비스, 올레플라자(홈/모바일플라자 내 SIS)에서 kt 상품 위탁 판매 등을 함. 신규사업으로 KT Tourist Reward(부가세 환급)사업 추진.",http://www.ktis.co.kr/,"3,443",https://jpassets.jobplanet.co.kr/production/uploads/company/logo/53178/thumb_22.jpg,"서울 영등포구 여의대로 14, 10층 (여의도동,케이티빌딩)",윤경근
